design_index,preset,is_control,design_seed,spine_scale,design_notes,params
85,ptychopariida,0,7,0.3596,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.21317561425814008, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.1078913534596046, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.24643743883703595, ""pleuralSlope"": 0.74, ""pygFrac"": 0.13129843068641137, ""pygMarginal"": 0, ""pygMarginalLen"": 0.17981892243267433, ""pygRings"": 4, ""pygSpine"": 0.12587324570287203, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 13.701753678123453, ""ringArch"": 0.22, ""segCount"": 13, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6878878208707573}"
86,ptychopariida,0,7,0.9957,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.32040105399865804, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.2987172921472062, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.5612720406826575, ""pleuralSlope"": 0.74, ""pygFrac"": 0.17661380745555444, ""pygMarginal"": 0, ""pygMarginalLen"": 0.4978621535786771, ""pygRings"": 4, ""pygSpine"": 0.3485035075050739, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 20.29987196336865, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6213905957605603}"
87,ptychopariida,0,7,0.513,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.2611271496912783, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.15389795548623428, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.43513157701083427, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1140023642950095, ""pygMarginal"": 0, ""pygMarginalLen"": 0.25649659247705714, ""pygRings"": 4, ""pygSpine"": 0.17954761473394, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 10.53755065370701, ""ringArch"": 0.22, ""segCount"": 15, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.3952099349220282}"
88,ptychopariida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.28, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.0, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.3, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.14, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 4, ""pygSpine"": 0.35, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6}"
89,ptychopariida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.28, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.85, ""eyeLat"": 0.0, ""eyePos"": 0.62, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.45, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.3, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.05, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 167.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.14, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 4, ""pygSpine"": 0.35, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.8, ""wall"": 2.0, ""width"": 72.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.55, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6}"
90,redlichiida,0,7,1.1626,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3626244192238592, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.8, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 14.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.639405993838293, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 176.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.9, ""macroIndex"": 2, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.2688655430810152, ""pleuralSlope"": 0.74, ""pygFrac"": 0.05751689305281091, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5812781762166299, ""pygRings"": 1, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 21.03971173486926, ""ringArch"": 0.22, ""segCount"": 13, ""spineBase"": 0.29063908810831496, ""spineGrad"": 0.1, ""spineSweep"": 35.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.3, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.5581943541260801}"
91,redlichiida,0,7,0.9359,"pygFrac: 0.04373753547155246 clamped to [0.05, 0.4];widthThoraxRear: 0.2960081263285145 clamped to [0.3, 1.0]","{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.38756503141038773, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.8, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 14.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.5147483302012819, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 176.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.9, ""macroIndex"": 2, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.7708708684021346, ""pleuralSlope"": 0.74, ""pygFrac"": 0.05, ""pygMarginal"": 0, ""pygMarginalLen"": 0.4679530274557107, ""pygRings"": 1, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 16.690781469520765, ""ringArch"": 0.22, ""segCount"": 14, ""spineBase"": 0.23397651372785536, ""spineGrad"": 0.1, ""spineSweep"": 35.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.3, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.3}"
92,redlichiida,0,7,0.6162,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3448199592295771, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.8, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 14.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.33893010117299477, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 176.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.9, ""macroIndex"": 2, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.4300288728590194, ""pleuralSlope"": 0.74, ""pygFrac"": 0.06644761769358415, ""pygMarginal"": 0, ""pygMarginalLen"": 0.3081182737936316, ""pygRings"": 1, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 12.60985051247917, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.1540591368968158, ""spineGrad"": 0.1, ""spineSweep"": 35.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.3, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.4164038337178354}"
93,redlichiida,0,7,0.1135,"pygMarginalLen: 0.05674615073332659 clamped to [0.1, 1.5]","{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3059859415116885, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.8, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 14.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.062420765806659256, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 176.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.9, ""macroIndex"": 2, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.5426443794071384, ""pleuralSlope"": 0.74, ""pygFrac"": 0.07412917940884708, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1, ""pygRings"": 1, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 19.362652955524005, ""ringArch"": 0.22, ""segCount"": 15, ""spineBase"": 0.028373075366663295, ""spineGrad"": 0.1, ""spineSweep"": 35.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.3, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.4656696705857425}"
94,redlichiida,0,7,0.3732,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.22019111109836106, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 150.0, ""eyeHeight"": 0.8, ""eyeLat"": 0.0, ""eyePos"": 0.45, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.12, ""eyeSlope"": 15.0, ""eyeSolid"": 0, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 14.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.20528414697075295, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 176.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.9, ""macroIndex"": 2, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.3844093041888706, ""pleuralSlope"": 0.74, ""pygFrac"": 0.0692746671635374, ""pygMarginal"": 0, ""pygMarginalLen"": 0.18662195179159358, ""pygRings"": 1, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 14.768075684607613, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.09331097589579679, ""spineGrad"": 0.1, ""spineSweep"": 35.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.3, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6124297303714888}"
